IEFA: iShares Core MSCI EAFE ETF
Inception Date: 2012-10-18
Fund Holdings as of: 2022-04-13
Total Assets Under Management (in thousands):	98741000
Shares Outstanding: 1445600000
Expense Ratio: 0.07%
Tracks This Index: MSCI EAFE Investable Market Index
ETF Database Category: Foreign Large Cap Equities
Issuer: Blackrock Financial Management
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IEFA


Holding,Symbol,Weighting
SpareBank 1 Nord-Norge,NONG,0.0%
Volex plc,VLX,0.0%
"Arcs Company, Limited",9948,0.0%
OVS SpA,OVS,0.0%
Capita plc,CPI,0.0%
"Mitsubishi Shokuhin Co., Ltd.",7451,0.0%
Nick Scali Limited,NCK,0.0%
LITALICO Inc.,7366,0.0%
Vetropack Holding AG Class A,VETN,0.0%
Platzer Fastigheter Holding AB Class B,PLAZ.B,0.0%
Neinor Homes SA,HOME,0.0%
Imdex Ltd,IMD,0.0%
Cibus Nordic Real Estate AB,CIBUS,0.0%
Trusco Nakayama Corporation,9830,0.0%
Collins Foods Limited,CKF,0.0%
SES-imagotag SA,SESL,0.0%
C-MER Eye Care Holdings Limited,3309,0.0%
Tokai Holdings Corporation,3167,0.0%
DORAL GROUP RENEWABLE ENERGY RESOURCES LTD,DORL,0.0%
KWS SAAT SE & Co KGaA,KWS,0.0%
"GLOBERIDE, Inc.",7990,0.0%
Mandom Corporation,4917,0.0%
"Anicom Holdings, Inc.",8715,0.0%
"United Super Markets Holdings, Inc.",3222,0.0%
"GMO Financial Holdings, Inc.",7177,0.0%
"Nishio Rent All Co., Ltd.",9699,0.0%
Danieli & C. Officine Meccaniche S.p.A.,DAN,0.0%
ID Logistics Group,IDL,0.0%
Peugeot Invest SA,PEUG,0.0%
Mcmillan Shakespeare Limited,MMS,0.0%
"Sanki Engineering Co., Ltd.",1961,0.0%
Maisons du Monde SA,MDM,0.0%
H2O Retailing Corporation,8242,0.0%
Voltalia SA,VLTSA,0.0%
"Torii Pharmaceutical Co., Ltd.",4551,0.0%
Canon Electronics Inc.,7739,0.0%
Greatland Gold plc,GGP,0.0%
"Maxeon Solar Technologies, Ltd.",MAXN,0.0%
NIPPON STEEL TRADING CORPORATION,9810,0.0%
Koa Corporation,6999,0.0%
Aston Martin Lagonda Global Holdings plc,AML,0.0%
Hioki E.E.Corporation,6866,0.0%
Senior plc,SNR,0.0%
Link and Motivation Inc.,2170,0.0%
Chargeurs SA,CRI,0.0%
Autoneum Holding AG,AUTN,0.0%
MLP SE,MLP,0.0%
SAIBU GAS HOLDINGS CO. LTD.,9536,0.0%
Koenig & Bauer AG,SKB,0.0%
Gurit Holding AG,GUR,0.0%
"Kanamoto Co., Ltd.",9678,0.0%
"Sumitomo Mitsui Construction Co., Ltd.",1821,0.0%
TV Asahi Holdings Corporation,9409,0.0%
Aeon Hokkaido Corporation,7512,0.0%
"MEGMILK SNOW BRAND Co., Ltd.",2270,0.0%
"GMO Financial Gate, Inc.",4051,0.0%
SECO S.p.A.,IOT,0.0%
Daihen Corporation,6622,0.0%
BWX Ltd.,BWX,0.0%
VNV Global AB,VNV,0.0%
"Chofu Seisakusho Co., Ltd.",5946,0.0%
Argosy Property Limited,ARG,0.0%
"Qol Holdings Co., Ltd.",3034,0.0%
La Doria S.p.A.,LD,0.0%
Liontrust Asset Management PLC,LIO,0.0%
"Kintetsu World Express, Inc.",9375,0.0%
"Makino Milling Machine Co., Ltd.",6135,0.0%
Token Corporation,1766,0.0%
RAIZNEXT Corporation,6379,0.0%
Matrix IT Ltd.,MTRX,0.0%
Duni AB,DUNI,0.0%
Musti Group Oyj,MUSTI,0.0%
Weathernews Inc.,4825,0.0%
"Bushiroad, Inc.",7803,0.0%
CECONOMY AG,CEC,0.0%
"Yaoko Co., Ltd.",8279,0.0%
"CellSource Co., Ltd.",4880,0.0%
Wereldhave N.V.,WHA,0.0%
"OBIC Business Consultants Co., Ltd.",4733,0.0%
illimity Bank SpA,ILTY,0.0%
Better Collective A/S,BETCO,0.0%
Home REIT PLC,HOME,0.0%
Serica Energy PLC,SQZ,0.0%
BioArctic AB Class B,BIOA.B,0.0%
Restaurant Group plc,RTN,0.0%
TI Fluid Systems plc,TIFS,0.0%
Kape Technologies Plc,KAPE,0.0%
"Shin-Etsu Polymer Co., Ltd.",7970,0.0%
Kanematsu Electronics Ltd.,8096,0.0%
"Sumitomo Osaka Cement Co., Ltd.",5232,0.0%
A.G. BARR p.l.c.,BAG,0.0%
"Nippon Densetsu Kogyo Co., Ltd.",1950,0.0%
Okumura Corporation,1833,0.0%
"Nippon Television Holdings, Inc.",9404,0.0%
Altarea SCA,ALTA,0.0%
DTS Corporation,9682,0.0%
Guerbet SA,GBT,0.0%
AcadeMedia AB,ACAD,0.0%
First Resources Ltd. (Singapore),EB5,0.0%
Nanto Bank Ltd.,8367,0.0%
flatexDEGIRO AG,FTK,0.0%
Kyudenko Corporation,1959,0.0%
Juventus Football Club S.p.A.,JUVE,0.0%
Sisram Medical Ltd.,1696,0.0%
Takara Leben Real Estate Investment Corp.,3492,0.0%
"OKI Electric Industry Company, Limited",6703,0.0%
"Daishi Hokuetsu Financial Group, Inc.",7327,0.0%
"North Pacific Bank, Ltd.",8524,0.0%
Nojima Co Ltd,7419,0.0%
Irish Residential Properties REIT PLC,IRES,0.0%
"Nikkiso Co., Ltd.",6376,0.0%
"Relia, Inc.",4708,0.0%
Tosei Corporation,8923,0.0%
Glenveagh Properties Plc,GVR,0.0%
BeNext-Yumeshin Group Co.,2154,0.0%
ABOUT YOU Holding SE,YOU,0.0%
Lintec Corporation,7966,0.0%
Bactiguard Holding AB,BACTI.B,0.0%
"Financial Products Group Co., Ltd.",7148,0.0%
TKC Corporation,9746,0.0%
Tsugami Corp.,6101,0.0%
Coor Service Management Holding AB,COOR,0.0%
"Japan Material Co., Ltd.",6055,0.0%
Knowit AB,KNOW,0.0%
Cellcom Israel Ltd.,CEL,0.0%
S Foods Inc.,2292,0.0%
LISI SA,FII,0.0%
Infocom Corporation,4348,0.0%
Healios KK,4593,0.0%
Electreon Wireless Ltd,ELWS,0.0%
"eREX Co., Ltd.",9517,0.0%
Earth Corporation,4985,0.0%
Digital Value SpA,DGV,0.0%
Ontex Group N.V.,ONTEX,0.0%
Stolt-Nielsen Limited,SNI,0.0%
Future Corporation,4722,0.0%
"Japan Lifeline Co., Ltd.",7575,0.0%
Camtek Ltd,CAMT,0.0%
"Nitto Boseki Co., Ltd.",3110,0.0%
SHIZUOKA GAS CO. LTD.,9543,0.0%
PointsBet Holdings Ltd.,PBH,0.0%
Atalaya Mining Plc,ATYM,0.0%
Leopalace21 Corporation,8848,0.0%
Cawachi Limited,2664,0.0%
"PKSHA Technology, Inc.",3993,0.0%
Taro Pharmaceutical Industries Ltd.,TARO,0.0%
"Arcland Sakamoto Co., Ltd.",9842,0.0%
CHUDENKO CORPORATION,1941,0.0%
Energix-Renewable Energies Ltd.,ENRG,0.0%
"JM Holdings Co., Ltd.",3539,0.0%
"Tosho Co., Ltd.",8920,0.0%
Nitto Kogyo Corporation,6651,0.0%
create restaurants holdings inc.,3387,0.0%
"H.I.S.Co., Ltd.",9603,0.0%
Cromwell European Real Estate Investment Trust,CWBU,0.0%
Guotai Junan International Holdings Limited,1788,0.0%
Nanofilm Technologies International Ltd.,MZH,0.0%
On The Beach Group PLC,OTB,0.0%
Aktia Pankki Oyj Class A,AKTIA,0.0%
Naked Wines plc,WINE,0.0%
"Inaba Denkisangyo Co., Ltd.",9934,0.0%
Elco Ltd.,ELCO,0.0%
"Takeuchi Mfg.Co., Ltd.",6432,0.0%
MaireTecnimont SpA,MT,0.0%
Nykode Therapeutics AS,NYKD,0.0%
AO World Plc,AO,0.0%
"Elecom Co., Ltd.",6750,0.0%
"Toyo Tanso Co., Ltd.",5310,0.0%
Crayon Group Holding ASA,CRAYN,0.0%
"Noritsu Koki Co., Ltd.",7744,0.0%
NNIT A/S,NNIT,0.0%
Petrofac Limited,PFC,0.0%
Ituran Location and Control Ltd.,ITRN,0.0%
"Daiki Aluminium Industry Co., Ltd.",5702,0.0%
"Hyakugo Bank, Ltd.",8368,0.0%
"Keihanshin Building Co., Ltd.",8818,0.0%
New Wave Group AB Class B,NEWA.B,0.0%
Property & Building Corp. Ltd.,PTBL,0.0%
Hexagon Purus ASA,HPUR,0.0%
"Kumagai Gumi Co., Ltd.",1861,0.0%
Obara Group Incorporated,6877,0.0%
ContourGlobal Plc,GLO,0.0%
Oriola Corp Class B,OKDBV,0.0%
Regional REIT Ltd.,RGL,0.0%
Avex Inc.,7860,0.0%
Yellow Hat Ltd.,9882,0.0%
Luk Fook Holdings (International) Limited,590,0.0%
Halfords Group Plc,HFD,0.0%
"Ricoh Leasing Company,Ltd.",8566,0.0%
PLAID Inc.,4165,0.0%
Cloetta AB Class B,CLA.B,0.0%
"Matsuda Sangyo Co., Ltd.",7456,0.0%
Implenia AG,IMPN,0.0%
"COLOPL, Inc.",3668,0.0%
Magic Software Enterprises Ltd.,MGIC,0.0%
Atresmedia Corporacion de Medios de Comunicacion SA,A3M,0.0%
Melco Holdings Inc.,6676,0.0%
JSP Corporation,7942,0.0%
Ferrotec Holdings Corporation,6890,0.0%
Australian Ethical Investment Ltd,AEF,0.0%
Norwegian Air Shuttle ASA,NAS,0.0%
Nachi-Fujikoshi Corp.,6474,0.0%
AnGes. Inc.,4563,0.0%
Zuken Inc.,6947,0.0%
Lendlease Global Commercial REIT,JYEU,0.0%
UACJ Corp.,5741,0.0%
Instone Real Estate Group SE,INS,0.0%
OPTEX GROUP Company Limited,6914,0.0%
Calliditas Therapeutics AB,CALTX,0.0%
"Descente,Ltd.",8114,0.0%
Aussie Broadband Ltd.,ABB,0.0%
STEICO SE,ST5,0.0%
DATAGROUP SE,D6H,0.0%
Karo Pharma AB,KARO,0.0%
Impax Asset Management Group plc,IPX,0.0%
"Central Glass Co., Ltd.",4044,0.0%
Desenio Group AB,DSNO,0.0%
YOKOREI CO. LTD.,2874,0.0%
Collector AB,COLL,0.0%
Megachips Corporation,6875,0.0%
"Furukawa Co., Ltd.",5715,0.0%
"Hanwa Co., Ltd.",8078,0.0%
Hong Kong Technology Venture Company Limited,1137,0.0%
El.En. S.p.A.,ELN,0.0%
"CRE Logistics REIT, Inc",3487,0.0%
"Kura Sushi, Inc.",2695,0.0%
Dah Sing Banking Group Limited,2356,0.0%
Taboola.com Ltd.,TBLA,0.0%
"ITOCHU ENEX CO., LTD.",8133,0.0%
Wickes Group Plc,WIX,0.0%
Munters Group AB,MTRS,0.0%
dotDigital Group plc,DOTD,0.0%
"Nagaileben Co., Ltd.",7447,0.0%
Olam Group Limited,VC2,0.0%
K. Wah International Holdings Limited,173,0.0%
"Okinawa Financial Group, Inc.",7350,0.0%
Tri Chemical Laboratories Inc.,4369,0.0%
VECTOR Inc.,6058,0.0%
Uniphar PLC,UPR,0.0%
SMA Solar Technology AG,S92,0.0%
Interparfums,ITP,0.0%
Orange Belgium SA,OBEL,0.0%
Organo Corp.,6368,0.0%
JCU CORPORATION,4975,0.0%
Caesarstone Ltd.,CSTE,0.0%
Tsubakimoto Chain Co.,6371,0.0%
Life Corporation,8194,0.0%
"Toho Titanium Company, Limited",5727,0.0%
Prosegur Compania de Seguridad SA,PSG,0.0%
Centuria Office REIT,COF,0.0%
Team17 Group PLC,TM17,0.0%
Ohsho Food Service Corp.,9936,0.0%
McPhy Energy SA,MCPHY,0.0%
"NAFCO Co., Ltd.",2790,0.0%
OUE Commercial Real Estate Investment Trust,TS0U,0.0%
TBS HOLDINGS INC.,9401,0.0%
Hansen Technologies Limited,HSN,0.0%
Shoei Foods Corporation,8079,0.0%
Compugen Ltd.,CGEN,0.0%
OPTiM Corp.,3694,0.0%
Trifork Holding AG,TRIFOR,0.0%
"F.C.C.Co., Ltd.",7296,0.0%
Argo Graphics Inc.,7595,0.0%
"Chugoku Marine Paints,Ltd.",4617,0.0%
"Yokowo Co., Ltd.",6800,0.0%
MAAS Group Holdings Ltd.,MGH,0.0%
"Eiken Chemical Co., Ltd.",4549,0.0%
"Fuji Co., Ltd.",8278,0.0%
"Saizeriya Co., Ltd.",7581,0.0%
Resurs Holding AB,RESURS,0.0%
SIG plc,SHI,0.0%
Tamburi Investment Partners S.p.A.,TIP,0.0%
Eckert & Ziegler Strahlen- und Medizintechnik AG,EUZ,0.0%
"Nittoku Co., Ltd.",6145,0.0%
"Vesync Co., Ltd.",2148,0.0%
Puuilo Oyj,PUUILO,0.0%
"Mitani Sekisan Co., Ltd.",5273,0.0%
"Mizuho Leasing Company, Limited",8425,0.0%
PolyPeptide Group AG,PPGN,0.0%
"TOMONY Holdings, Inc.",8600,0.0%
UroGen Pharma Ltd.,URGN,0.0%
Equital Ltd.,EQTL,0.0%
Hamburger Hafen und Logistik AG,HHFA,0.0%
"Nippon Sheet Glass Company, Limited",5202,0.0%
Formula Systems (1985) Ltd.,FORTY,0.0%
ARTERIA Networks Corporation,4423,0.0%
Hosokawa Micron Corporation,6277,0.0%
YIT Oyj,YIT,0.0%
One Software Technologies Ltd.,ONE,0.0%
Clas Ohlson AB Class B,CLAS.B,0.0%
"Toyoda Gosei Co., Ltd.",7282,0.0%
Yamazen Corporation,8051,0.0%
Y. H. Dimri Building & Development Ltd.,DIMRI,0.0%
Samty Residential Investment Corp.,3459,0.0%
Sligro Food Group N.V.,SLIGR,0.0%
"WORLD HOLDINGS CO.,LTD",2429,0.0%
Funding Circle Holdings Plc,FCH,0.0%
Ryoyo Electro Corp.,8068,0.0%
OX2 AB,OX2,0.0%
Tamura Corporation,6768,0.0%
Oceania Healthcare Ltd.,OCA,0.0%
Dexus Industria REIT,DXI,0.0%
Tobii AB,TOBII,0.0%
ES-CON JAPAN Ltd.,8892,0.0%
Sapiens International Corporation NV,SPNS,0.0%
Stagecoach Group plc,SGC,0.0%
"Nissin Foods Co., Ltd.",1475,0.0%
Ambea AB,AMBEA,0.0%
G-7 Holdings Inc.,7508,0.0%
Southern Cross Media Group Limited,SXL,0.0%
Esprinet S.p.A.,PRT,0.0%
Daiho Corporation,1822,0.0%
"Tamron Co., Ltd.",7740,0.0%
Dah Sing Financial Holdings Limited,440,0.0%
Marston\'s PLC,MARS,0.0%
Home Consortium Ltd,HMC,0.0%
Marimekko Oyj,MEKKO,0.0%
"Izumi Co., Ltd.",8273,0.0%
Mediaset Espana Comunicacion SA,TL5,0.0%
Hochschild Mining plc,HOC,0.0%
ABC arbitrage SA,ABCA,0.0%
"S B S Holdings, Inc.",2384,0.0%
Canon Marketing Japan Inc.,8060,0.0%
Intervest Offices & Warehouses SA,INTO,0.0%
Suncorporation,6736,0.0%
"UT Group Co.,Ltd.",2146,0.0%
"Mochida Pharmaceutical Co., Ltd.",4534,0.0%
u-blox Holding AG,UBXN,0.0%
Telix Pharmaceuticals Ltd.,TLX,0.0%
DEMAE-CAN CO.LTD.,2484,0.0%
"Genky DrugStores Co., Ltd.",9267,0.0%
"OPTORUN CO.,LTD.",6235,0.0%
GRENKE AG,GLJ,0.0%
"Tokyotokeiba Co., Ltd.",9672,0.0%
Arad Investment & Industrial Development Ltd.,ARAD,0.0%
"Visional, Inc.",4194,0.0%
DEUTZ AG,DEZ,0.0%
"Kandenko Co., Ltd.",1942,0.0%
Corticeira Amorim SGPS SA,COR,0.0%
Danel (Adir Yeoshua) Ltd.,DANE,0.0%
Reach plc,RCH,0.0%
"Zenrin Co., Ltd.",9474,0.0%
"Awa Bank, Ltd.",8388,0.0%
"Nisshin OilliO Group, Ltd.",2602,0.0%
DNO ASA Class A,DNO,0.0%
Wallenius Wilhelmsen ASA,WAWI,0.0%
Svolder AB Class B,SVOL.B,0.0%
Rural Funds Group,RFF,0.0%
Restore plc,RST,0.0%
"Hokkaido Electric Power Company,Incorporated",9509,0.0%
CMBC Capital Holdings Limited,1141,0.0%
"Noritake Co.,Limited",5331,0.0%
Sato Holdings Corporation,6287,0.0%
Premier Foods plc,PFD,0.0%
Seikagaku Corporation,4548,0.0%
"Strike Co., Ltd.",6196,0.0%
"Kissei Pharmaceutical Co., Ltd.",4547,0.0%
GMO GlobalSign Holdings K.K.,3788,0.0%
Gruppo MutuiOnline S.p.A.,MOL,0.0%
AudioCodes Ltd.,AUDC,0.0%
Ashtrom Group Ltd.,ASHG,0.0%
AFI Properties Ltd,AFPR,0.0%
Remedy Entertainment Oy,REMEDY,0.0%
"S-Pool, Inc.",2471,0.0%
PEXA Group Limited,PXA,0.0%
Toa Corporation (Construction),1885,0.0%
en Japan Inc.,4849,0.0%
"Joshin Denki Co., Ltd.",8173,0.0%
"Star Micronics Co., Ltd",7718,0.0%
"Tokyu Construction Co., Ltd.",1720,0.0%
Ergomed PLC,ERGO,0.0%
"Zeria Pharmaceutical Co., Ltd.",4559,0.0%
SPH REIT,SK6U,0.0%
UNITED ARROWS LTD.,7606,0.0%
NOK Corporation,7240,0.0%
"Doutor Nichires Holdings Co., Ltd.",3087,0.0%
Capricorn Metals Ltd,CMM,0.0%
Air New Zealand Limited,AIR,0.0%
Fjordkraft Holding ASA,FKRFT,0.0%
Talenom Oyj,TNOM,0.0%
Ideagen PLC,IDEA,0.0%
Israel Canada (T.R) Ltd.,ISCN,0.0%
Boozt AB,BOOZT,0.0%
SeSa S.p.A.,SES,0.0%
"Nippon Paper Industries Co., Ltd.",3863,0.0%
HENNGE K.K.,4475,0.0%
Mercialys SA,MERY,0.0%
Suruga Bank Ltd.,8358,0.0%
MFE-MediaForEurope NV Class A,MFEA,0.0%
CITIC Telecom International Holdings Limited,1883,0.0%
Spire Healthcare Group PLC,SPI,0.0%
Nilfisk Holding A/S,NLFSK,0.0%
Pushpay Holdings Ltd,PPH,0.0%
Northern Data AG,NB2,0.0%
"Fukuyama Transporting Co., Ltd.",9075,0.0%
Prestige International Inc.,4290,0.0%
"Kumiai Chemical Industry Co., Ltd.",4996,0.0%
Basilea Pharmaceutica AG,BSLN,0.0%
Norway Royal Salmon ASA,NRS,0.0%
Ion Beam Applications SA,IBAB,0.0%
SENKO Group Holdings Co.Ltd.,9069,0.0%
Sdiptech AB Class B,SDIP.B,0.0%
"TOYO INK SC HOLDINGS CO.,LTD.",4634,0.0%
Rovio Entertainment Oyj,ROVIO,0.0%
Rai Way SpA,RWAY,0.0%
"Itoham Yonekyu Holdings, Inc.",2296,0.0%
West Holdings Corporation,1407,0.0%
AB Science SA,AB,0.0%
Pharmagest Interactive SA,PHA,0.0%
Solutions 30 SE,S30,0.0%
"SAN-A CO., LTD.",2659,0.0%
Forterra Plc,FORT,0.0%
OPC Energy Ltd.,OPCE,0.0%
Central Asia Metals Plc,CAML,0.0%
"Gakken Holdings Co., Ltd.",9470,0.0%
KYB Corporation,7242,0.0%
doValue SpA,DOV,0.0%
Tecnicas Reunidas SA,TRE,0.0%
Gilat Satellite Networks Ltd.,GILT,0.0%
Riskified Ltd. Class A,RSKD,0.0%
Avacta Group PLC,AVCT,0.0%
Tokmanni Group Oyj,TOKMAN,0.0%
"Premier Anti-Aging Co., Ltd.",4934,0.0%
TAKKT AG,TTK,0.0%
"Modec, Inc.",6269,0.0%
Yokogawa Bridge Holdings Corp.,5911,0.0%
"Casino, Guichard-Perrachon SA",CO,0.0%
MA Financial Group Limited,MAF,0.0%
Texhong Textile Group Limited,2678,0.0%
"Young & Co.\'s Brewery, P.L.C. Class A",YNGA,0.0%
Renalytix Plc,RENX,0.0%
TRE HOLDINGS CORPORATION,9247,0.0%
WIIT SpA,WIIT,0.0%
BICO Group AB Class B,BICO,0.0%
Volue ASA,VOLUE,0.0%
Trustpilot Group Plc,TRST,0.0%
Renewi Plc,RWI,0.0%
Fingerprint Cards AB Class B,FING.B,0.0%
"Sanyo Chemical Industries, Ltd.",4471,0.0%
Zojirushi Corporation,7965,0.0%
Vimian Group AB,VIMIAN,0.0%
Dubber Corporation Limited,DUB,0.0%
"Inabata & Co., Ltd.",8098,0.0%
INDUS Holding AG,INH,0.0%
Star Asia Investment Corp.,3468,0.0%
CLS Holdings plc,CLI,0.0%
GWA Group Limited,GWA,0.0%
Giken Ltd.,6289,0.0%
JOST Werke AG,JST,0.0%
Imugene Limited,IMU,0.0%
StarHub Ltd,CC3,0.0%
Fosun Tourism Group,1992,0.0%
bpost SA,BPOST,0.0%
Vicat-Ciments Vicat SA,VCT,0.0%
CMC Markets Plc,CMCX,0.0%
T-Gaia Corporation,3738,0.0%
Japan Display Inc.,6740,0.0%
"Change, Inc. (Japan)",3962,0.0%
Helical plc,HLCL,0.0%
Storytel AB Class B,STORY.B,0.0%
"Nichi-Iko Pharmaceutical Co., Ltd.",4541,0.0%
"Daido Steel Co., Ltd.",5471,0.0%
"KISOJI CO., LTD.",8160,0.0%
JINS HOLDINGS Inc.,3046,0.0%
"Fuso Chemical Co., Ltd.",4368,0.0%
"Japan Aviation Electronics Industry, Limited",6807,0.0%
"Shochiku Co., Ltd.",9601,0.0%
oOh media Ltd,OML,0.0%
L.K. Technology Holdings Limited,558,0.0%
Piaggio & C. S.p.a.,PIA,0.0%
"XEBIO Holdings CO., LTD.",8281,0.0%
EnergieKontor AG,EKT,0.0%
Bonava AB Class B,BONAV.B,0.0%
Cettire Ltd.,CTT,0.0%
"Ogaki Kyoritsu Bank, Ltd.",8361,0.0%
IQE plc,IQE,0.0%
Wacker Neuson SE,WAC,0.0%
Volati AB,VOLO,0.0%
Frontier Developments Plc,FDEV,0.0%
Prosperity Real Estate Investment Trust,808,0.0%
"Inageya Co., Ltd.",8182,0.0%
Sanlorenzo S.p.A.,SL,0.0%
Global Fashion Group S.A.,GFG,0.0%
Glory Ltd.,6457,0.0%
"Kanto Denka Kogyo Co., Ltd.",4047,0.0%
CM.com N.V.,CMCOM,0.0%
"Samty Co., Ltd.",3244,0.0%
"Nihon Parkerizing Co., Ltd.",4095,0.0%
Health and Happiness (H&H) International Holdings Limited,1112,0.0%
"Mitsubishi Logisnext Co., Ltd.",7105,0.0%
"MCJ Co., Ltd.",6670,0.0%
Bravura Solutions Limited,BVS,0.0%
PNE AG,PNE3,0.0%
Summit Real Estate Holdings Ltd,SMT,0.0%
GEO Holdings Corporation,2681,0.0%
Tremor International Ltd.,TRMR,0.0%
Ichigo Inc.,2337,0.0%
Banca Monte dei Paschi di Siena S.p.A.,BMPS,0.0%
Chow Sang Sang Holdings International Limited,116,0.0%
Hexagon Composites ASA,HEX,0.0%
"ARIAKE JAPAN Co., Ltd.",2815,0.0%
Kiwi Property Group Ltd.,KPG,0.0%
Nuix Ltd.,NXL,0.0%
TKP Corp,3479,0.0%
Cowell e Holdings Inc.,1415,0.0%
Tokai Corp.,9729,0.0%
Yellow Cake Plc,YCA,0.0%
Auction Technology Group PLC,ATG,0.0%
Matas A/S,MATAS,0.0%
ALTSHULER SHAHAM FINANCIAL LTD,ALTF,0.0%
Westgold Resources Ltd,WGX,0.0%
Admicom Oyj,ADMCM,0.0%
Blackmores Limited,BKL,0.0%
"Sparx Group Co., Ltd.",8739,0.0%
Maruwa Unyu Kikan Co. Ltd.,9090,0.0%
CellaVision AB,CEVI,0.0%
"Yodogawa Steel Works, Ltd.",5451,0.0%
Semperit Holding AG,SEM,0.0%
Melco International Development Limited,200,0.0%
"PIOLAX, Inc.",5988,0.0%
Alkane Resources Ltd,ALK,0.0%
Prosegur Cash SA,CASH,0.0%
Ferrexpo plc,FXPO,0.0%
Blue Square Real Estate Ltd,BLSR,0.0%
medmix AG,MEDX,0.0%
Sedana Medical AB,SEDANA,0.0%
Shoei Co. Ltd. (7839),7839,0.0%
Hemnet Group AB,HEM,0.0%
Believe SA,BLV,0.0%
WACOAL HOLDINGS CORP,3591,0.0%
Austal Limited,ASB,0.0%
Societa Cattolica di Assicurazione S.p.A.,CASS,0.0%
"Ichibanya Co., Ltd.",7630,0.0%
BOCOM International Holdings Co. Ltd.,3329,0.0%
Australian Agricultural Company Limited,AAC,0.0%
Mitsui DM Sugar Holdings Co.Ltd,2109,0.0%
Morita Holdings Corporation,6455,0.0%
"Curves Holdings Co., Ltd.",7085,0.0%
Mersen SA,MRN,0.0%
"Toyo Gosei Co., Ltd.",4970,0.0%
EIZO Corp.,6737,0.0%
"Axial Retailing, Inc.",8255,0.0%
Hunting PLC,HTG,0.0%
"Matsuya Co., Ltd.",8237,0.0%
"Noevir Holdings Co., Ltd.",4928,0.0%
Mekonomen AB,MEKO,0.0%
TBC Bank Group Plc,TBCG,0.0%
PharmaNutra S.p.A.,PHN,0.0%
KAPPA.CREATE CO.LTD.,7421,0.0%
Econocom Group SE Class D,ECONB,0.0%
Cosmo Pharmaceuticals NV,COPN,0.0%
NIPPN Corporation,2001,0.0%
MITIE Group PLC,MTO,0.0%
Bufab AB,BUFAB,0.0%
Irongate Group Stapled Secs Cons of 1 Ut of Inv Aus Pro Fd 1 + 1 ut Inv Aus Pro Fd 2,IAP,0.0%
Magellan Financial Group Ltd Warrant 2022-16.04.27 On Magellan Finl,MFGO,0.0%
Webuild S.p.A. Warrant 2021-31.08.30 on Webuild,RF7W1F.W,0.0%
Abengoa SA Warrant 2013-open end on Abengoa B Class B,AB002,0.0%
